periode_data,tanggal,lokasi_spku,pm10,so2,co,o3,no2,max,critical,categori,tahun,pm25
2017,2017-09-30,DKI3,40.0,13.0,14.0,76.0,7.0,76,O3,SEDANG,2017,
2017,2017-10-01,DKI3,53.0,13.0,17.0,67.0,5.0,67,O3,SEDANG,2017,
2017,2017-10-02,DKI3,38.0,13.0,20.0,83.0,7.0,83,O3,SEDANG,2017,
2017,2017-10-03,DKI3,38.0,13.0,16.0,84.0,10.0,84,O3,SEDANG,2017,
2017,2017-10-04,DKI3,42.0,13.0,11.0,108.0,9.0,108,O3,TIDAK SEHAT,2017,
2017,2017-10-05,DKI3,53.0,13.0,17.0,77.0,7.0,77,O3,SEDANG,2017,
2017,2017-10-06,DKI3,53.0,13.0,15.0,87.0,8.0,87,O3,SEDANG,2017,
2017,2017-10-07,DKI3,52.0,14.0,15.0,134.0,5.0,134,O3,TIDAK SEHAT,2017,
2017,2017-10-08,DKI3,41.0,15.0,11.0,97.0,6.0,97,O3,SEDANG,2017,
2017,2017-10-09,DKI3,50.0,14.0,15.0,74.0,6.0,74,O3,SEDANG,2017,
2017,2017-10-10,DKI3,60.0,14.0,21.0,71.0,10.0,71,O3,SEDANG,2017,
2017,2017-10-11,DKI3,60.0,15.0,14.0,74.0,10.0,74,O3,SEDANG,2017,
2017,2017-10-13,DKI3,47.0,,13.0,35.0,5.0,47,PM10,BAIK,2017,
2017,2017-10-14,DKI3,40.0,13.0,11.0,40.0,5.0,40,PM10,BAIK,2017,
2017,2017-10-15,DKI3,40.0,14.0,9.0,45.0,5.0,45,O3,BAIK,2017,
2017,2017-10-16,DKI3,43.0,14.0,11.0,42.0,6.0,43,PM10,BAIK,2017,
2017,2017-10-17,DKI3,34.0,14.0,14.0,26.0,6.0,34,PM10,BAIK,2017,
2017,2017-10-18,DKI3,49.0,14.0,12.0,36.0,9.0,49,PM10,BAIK,2017,
2017,2017-10-19,DKI3,49.0,14.0,16.0,36.0,11.0,49,PM10,BAIK,2017,
2017,2017-10-20,DKI3,44.0,13.0,20.0,44.0,7.0,44,PM10,BAIK,2017,
2017,2017-10-21,DKI3,65.0,14.0,23.0,41.0,8.0,65,PM10,SEDANG,2017,
2017,2017-10-22,DKI3,54.0,13.0,17.0,47.0,6.0,54,PM10,SEDANG,2017,
2017,2017-10-23,DKI3,45.0,14.0,13.0,45.0,11.0,45,PM10,BAIK,2017,
2017,2017-10-24,DKI3,49.0,14.0,18.0,52.0,9.0,52,O3,SEDANG,2017,
2017,2017-10-25,DKI3,42.0,14.0,11.0,29.0,11.0,42,PM10,BAIK,2017,
2017,2017-10-26,DKI3,43.0,13.0,11.0,59.0,8.0,59,O3,SEDANG,2017,
2017,2017-10-27,DKI3,41.0,13.0,11.0,46.0,6.0,46,O3,BAIK,2017,
2017,2017-10-28,DKI3,56.0,13.0,19.0,39.0,14.0,56,PM10,SEDANG,2017,
2017,2017-10-29,DKI3,53.0,13.0,26.0,27.0,9.0,53,PM10,SEDANG,2017,
2017,2017-10-30,DKI3,53.0,13.0,16.0,26.0,6.0,53,PM10,SEDANG,2017,
2017,2017-10-31,DKI3,43.0,13.0,14.0,119.0,6.0,119,O3,TIDAK SEHAT,2017,
2017,2017-11-01,DKI3,48.0,13.0,13.0,50.0,5.0,50,O3,BAIK,2017,
2017,2017-11-02,DKI3,58.0,14.0,21.0,48.0,15.0,58,PM10,SEDANG,2017,
2017,2017-11-03,DKI3,63.0,14.0,16.0,58.0,7.0,63,PM10,SEDANG,2017,
2017,2017-11-04,DKI3,65.0,14.0,14.0,57.0,8.0,65,PM10,SEDANG,2017,
2017,2017-11-05,DKI3,53.0,15.0,13.0,32.0,8.0,53,PM10,SEDANG,2017,
2017,2017-11-06,DKI3,52.0,14.0,22.0,21.0,7.0,52,PM10,SEDANG,2017,
2017,2017-11-07,DKI3,32.0,15.0,16.0,56.0,10.0,56,O3,SEDANG,2017,
2017,2017-11-08,DKI3,36.0,14.0,21.0,34.0,10.0,36,PM10,BAIK,2017,
2017,2017-11-09,DKI3,56.0,14.0,20.0,31.0,6.0,56,PM10,SEDANG,2017,
2017,2017-11-10,DKI3,47.0,14.0,20.0,48.0,12.0,48,O3,BAIK,2017,
2017,2017-11-11,DKI3,45.0,14.0,15.0,40.0,6.0,45,PM10,BAIK,2017,
2017,2017-11-12,DKI3,51.0,14.0,15.0,85.0,12.0,85,O3,SEDANG,2017,
2017,2017-11-13,DKI3,41.0,13.0,15.0,58.0,6.0,58,O3,SEDANG,2017,
2017,2017-11-14,DKI3,41.0,14.0,19.0,99.0,7.0,99,O3,SEDANG,2017,
2017,2017-11-15,DKI3,37.0,14.0,17.0,121.0,12.0,121,O3,TIDAK SEHAT,2017,
2017,2017-11-16,DKI3,61.0,16.0,19.0,107.0,9.0,107,O3,TIDAK SEHAT,2017,
2017,2017-11-17,DKI3,51.0,15.0,29.0,89.0,10.0,89,O3,SEDANG,2017,
2017,2017-11-18,DKI3,44.0,15.0,17.0,82.0,5.0,82,O3,SEDANG,2017,
2017,2017-11-19,DKI3,38.0,15.0,23.0,63.0,5.0,63,O3,SEDANG,2017,
2017,2017-11-20,DKI3,,15.0,16.0,53.0,5.0,53,O3,SEDANG,2017,
2017,2017-11-21,DKI3,,15.0,12.0,134.0,9.0,134,O3,TIDAK SEHAT,2017,
2017,2017-11-22,DKI3,,15.0,11.0,116.0,5.0,116,O3,TIDAK SEHAT,2017,
2017,2017-11-23,DKI3,,15.0,20.0,52.0,8.0,52,O3,SEDANG,2017,
2017,2017-11-24,DKI3,30.0,14.0,10.0,42.0,4.0,42,O3,BAIK,2017,
2017,2017-11-25,DKI3,7.0,14.0,10.0,38.0,4.0,38,O3,BAIK,2017,
2017,2017-11-26,DKI3,2.0,13.0,6.0,37.0,1.0,37,O3,BAIK,2017,
2017,2017-11-27,DKI3,5.0,13.0,6.0,37.0,2.0,37,O3,BAIK,2017,
2017,2017-11-28,DKI3,,13.0,7.0,33.0,,33,O3,BAIK,2017,
2017,2017-11-29,DKI3,,13.0,5.0,33.0,,33,O3,BAIK,2017,
2017,2017-11-30,DKI3,17.0,13.0,6.0,38.0,2.0,38,O3,BAIK,2017,
2017,2017-12-01,DKI3,,13.0,7.0,33.0,,33,O3,BAIK,2017,
2017,2017-12-02,DKI3,6.0,13.0,19.0,32.0,4.0,32,O3,BAIK,2017,
2017,2017-12-03,DKI3,6.0,,12.0,43.0,3.0,43,O3,BAIK,2017,
2017,2017-12-04,DKI3,3.0,,8.0,43.0,2.0,43,O3,BAIK,2017,
2017,2017-12-05,DKI3,19.0,,13.0,44.0,4.0,44,O3,BAIK,2017,
2017,2017-12-06,DKI3,12.0,,12.0,61.0,3.0,61,O3,SEDANG,2017,
2017,2017-12-07,DKI3,16.0,14.0,13.0,77.0,5.0,77,O3,SEDANG,2017,
2017,2017-12-08,DKI3,10.0,14.0,8.0,77.0,3.0,77,O3,SEDANG,2017,
2017,2017-12-09,DKI3,9.0,15.0,7.0,73.0,4.0,73,O3,SEDANG,2017,
2017,2017-12-10,DKI3,,14.0,7.0,38.0,2.0,38,O3,BAIK,2017,
2017,2017-12-11,DKI3,9.0,14.0,9.0,35.0,2.0,35,O3,BAIK,2017,
2017,2017-12-12,DKI3,5.0,14.0,15.0,46.0,3.0,46,O3,BAIK,2017,
2017,2017-12-13,DKI3,7.0,14.0,12.0,34.0,4.0,34,O3,BAIK,2017,
2017,2017-12-14,DKI3,25.0,14.0,13.0,59.0,3.0,59,O3,SEDANG,2017,
2017,2017-12-15,DKI3,10.0,14.0,11.0,47.0,3.0,47,O3,BAIK,2017,
2017,2017-12-16,DKI3,40.0,14.0,20.0,50.0,6.0,50,O3,BAIK,2017,
2017,2017-12-17,DKI3,7.0,14.0,14.0,45.0,3.0,45,O3,BAIK,2017,
2017,2017-12-18,DKI3,10.0,15.0,8.0,41.0,2.0,41,O3,BAIK,2017,
2017,2017-12-19,DKI3,,15.0,13.0,45.0,7.0,45,O3,BAIK,2017,
2017,2017-12-20,DKI3,8.0,14.0,19.0,50.0,10.0,50,O3,BAIK,2017,
2017,2017-12-21,DKI3,,14.0,25.0,53.0,3.0,53,O3,SEDANG,2017,
2017,2017-12-22,DKI3,,14.0,13.0,52.0,3.0,52,O3,SEDANG,2017,
2017,2017-12-23,DKI3,,14.0,10.0,46.0,3.0,46,O3,BAIK,2017,
2017,2017-12-24,DKI3,,14.0,10.0,41.0,3.0,41,O3,BAIK,2017,
2017,2017-12-25,DKI3,17.0,15.0,12.0,31.0,3.0,31,O3,BAIK,2017,
2017,2017-12-26,DKI3,13.0,14.0,9.0,40.0,2.0,40,O3,BAIK,2017,
2017,2017-12-27,DKI3,18.0,16.0,9.0,43.0,3.0,43,O3,BAIK,2017,
2017,2017-12-28,DKI3,31.0,15.0,11.0,39.0,3.0,39,O3,BAIK,2017,
2017,2017-12-29,DKI3,36.0,20.0,22.0,84.0,8.0,84,O3,SEDANG,2017,
2017,2017-12-30,DKI3,52.0,19.0,21.0,81.0,7.0,81,O3,SEDANG,2017,
2017,2017-12-31,DKI3,25.0,17.0,22.0,37.0,6.0,37,O3,BAIK,2017,
2017,2017-01-01,DKI4,69.0,27.0,23.0,54.0,5.0,69,PM10,SEDANG,2017,
2017,2017-01-02,DKI4,35.0,26.0,7.0,36.0,4.0,36,O3,BAIK,2017,
2017,2017-01-03,DKI4,55.0,26.0,7.0,0.0,5.0,55,PM10,SEDANG,2017,
2017,2017-01-04,DKI4,51.0,26.0,13.0,87.0,7.0,87,O3,SEDANG,2017,
2017,2017-01-05,DKI4,48.0,27.0,16.0,67.0,9.0,67,O3,SEDANG,2017,
2017,2017-01-06,DKI4,38.0,26.0,10.0,64.0,7.0,64,O3,SEDANG,2017,
2017,2017-01-07,DKI4,32.0,26.0,11.0,67.0,5.0,67,O3,SEDANG,2017,
2017,2017-01-08,DKI4,43.0,28.0,14.0,54.0,5.0,54,O3,SEDANG,2017,
2017,2017-12-19,DKI2,22.0,52.0,7.0,33.0,11.0,52,SO2,SEDANG,2017,
2017,2017-12-20,DKI2,26.0,52.0,7.0,30.0,12.0,52,SO2,SEDANG,2017,
2017,2017-12-21,DKI2,31.0,52.0,19.0,33.0,15.0,52,SO2,SEDANG,2017,
2017,2017-12-22,DKI2,29.0,52.0,19.0,30.0,12.0,52,SO2,SEDANG,2017,
2017,2017-12-23,DKI2,30.0,52.0,11.0,56.0,9.0,56,O3,SEDANG,2017,
2017,2017-12-24,DKI2,28.0,,10.0,43.0,7.0,43,O3,BAIK,2017,
2017,2017-12-25,DKI2,19.0,,5.0,31.0,4.0,31,O3,BAIK,2017,
2017,2017-12-26,DKI2,22.0,,4.0,30.0,5.0,30,O3,BAIK,2017,
2017,2017-12-27,DKI2,25.0,,6.0,34.0,11.0,34,O3,BAIK,2017,
2017,2017-12-28,DKI2,27.0,,5.0,30.0,18.0,30,O3,BAIK,2017,
2017,2017-12-29,DKI2,55.0,,15.0,34.0,16.0,55,PM10,SEDANG,2017,
2017,2017-12-30,DKI2,50.0,,12.0,42.0,15.0,50,PM10,BAIK,2017,
2017,2017-12-31,DKI2,47.0,32.0,14.0,43.0,14.0,47,PM10,BAIK,2017,
2017,2017-01-01,DKI3,73.0,31.0,19.0,33.0,5.0,73,PM10,SEDANG,2017,
2017,2017-01-02,DKI3,39.0,29.0,4.0,33.0,3.0,39,PM10,BAIK,2017,
2017,2017-01-03,DKI3,51.0,30.0,7.0,36.0,3.0,51,PM10,SEDANG,2017,
2017,2017-01-04,DKI3,45.0,33.0,7.0,63.0,7.0,63,O3,SEDANG,2017,
2017,2017-01-05,DKI3,54.0,30.0,16.0,68.0,9.0,68,O3,SEDANG,2017,
2017,2017-01-06,DKI3,34.0,30.0,9.0,65.0,8.0,65,O3,SEDANG,2017,
2017,2017-01-07,DKI3,48.0,31.0,5.0,62.0,4.0,62,O3,SEDANG,2017,
2017,2017-01-08,DKI3,37.0,31.0,10.0,52.0,5.0,52,O3,SEDANG,2017,
2017,2017-01-09,DKI3,30.0,31.0,6.0,68.0,4.0,68,O3,SEDANG,2017,
2017,2017-01-10,DKI3,54.0,32.0,21.0,66.0,9.0,66,O3,SEDANG,2017,
2017,2017-01-11,DKI3,40.0,30.0,13.0,54.0,9.0,54,O3,SEDANG,2017,
2017,2017-01-12,DKI3,22.0,30.0,7.0,32.0,3.0,32,O3,BAIK,2017,
2017,2017-01-13,DKI3,22.0,29.0,3.0,29.0,1.0,29,SO2,BAIK,2017,
2017,2017-01-14,DKI3,23.0,29.0,4.0,29.0,1.0,29,SO2,BAIK,2017,
2017,2017-01-15,DKI3,35.0,0.0,12.0,0.0,0.0,35,PM10,BAIK,2017,
2017,2017-01-16,DKI3,41.0,0.0,0.0,0.0,0.0,41,PM10,BAIK,2017,
2017,2017-01-17,DKI3,15.0,29.0,4.0,31.0,2.0,31,O3,BAIK,2017,
2017,2017-01-18,DKI3,26.0,29.0,7.0,30.0,4.0,30,O3,BAIK,2017,
2017,2017-01-19,DKI3,24.0,29.0,4.0,29.0,0.0,29,SO2,BAIK,2017,
2017,2017-01-20,DKI3,27.0,30.0,5.0,30.0,4.0,30,SO2,BAIK,2017,
2017,2017-01-21,DKI3,47.0,32.0,10.0,55.0,4.0,55,O3,SEDANG,2017,
2017,2017-01-22,DKI3,54.0,32.0,10.0,50.0,5.0,54,PM10,SEDANG,2017,
2017,2017-01-23,DKI3,45.0,33.0,6.0,48.0,4.0,48,O3,BAIK,2017,
2017,2017-01-24,DKI3,0.0,0.0,5.0,0.0,0.0,5,CO,BAIK,2017,
2017,2017-01-25,DKI3,30.0,30.0,0.0,29.0,0.0,30,PM10,BAIK,2017,
2017,2017-01-26,DKI3,39.0,32.0,7.0,53.0,3.0,53,O3,SEDANG,2017,
2017,2017-01-27,DKI3,57.0,33.0,13.0,60.0,8.0,60,O3,SEDANG,2017,
2017,2017-01-28,DKI3,41.0,31.0,10.0,44.0,4.0,44,O3,BAIK,2017,
2017,2017-01-29,DKI3,27.0,30.0,9.0,32.0,5.0,32,O3,BAIK,2017,
2017,2017-01-30,DKI3,30.0,31.0,14.0,54.0,2.0,54,O3,SEDANG,2017,
2017,2017-01-31,DKI3,32.0,31.0,8.0,41.0,4.0,41,O3,BAIK,2017,
2017,2017-02-01,DKI3,26.0,32.0,9.0,44.0,4.0,44,O3,BAIK,2017,
2017,2017-02-02,DKI3,24.0,31.0,8.0,37.0,4.0,37,O3,BAIK,2017,
2017,2017-02-03,DKI3,39.0,30.0,12.0,30.0,7.0,39,PM10,BAIK,2017,
2017,2017-02-04,DKI3,14.0,30.0,3.0,24.0,0.0,30,SO2,BAIK,2017,
2017,2017-02-05,DKI3,13.0,0.0,0.0,0.0,0.0,13,PM10,BAIK,2017,
2017,2017-02-06,DKI3,13.0,0.0,0.0,0.0,0.0,13,PM10,BAIK,2017,
2017,2017-02-07,DKI3,19.0,0.0,0.0,0.0,0.0,19,PM10,BAIK,2017,
2017,2017-02-08,DKI3,26.0,31.0,4.0,33.0,0.0,33,O3,BAIK,2017,
2017,2017-02-09,DKI3,23.0,31.0,6.0,28.0,3.0,31,SO2,BAIK,2017,
2017,2017-02-10,DKI3,16.0,31.0,5.0,40.0,3.0,40,O3,BAIK,2017,
2017,2017-02-11,DKI3,27.0,31.0,8.0,45.0,4.0,45,O3,BAIK,2017,
2017,2017-02-12,DKI3,34.0,30.0,13.0,43.0,7.0,43,O3,BAIK,2017,
2017,2017-02-13,DKI3,37.0,31.0,10.0,56.0,7.0,56,O3,SEDANG,2017,
2017,2017-02-14,DKI3,34.0,32.0,19.0,58.0,8.0,58,O3,SEDANG,2017,
2017,2017-02-15,DKI3,23.0,32.0,5.0,51.0,6.0,51,O3,SEDANG,2017,
2017,2017-02-16,DKI3,25.0,31.0,7.0,55.0,6.0,55,O3,SEDANG,2017,
2017,2017-02-17,DKI3,34.0,0.0,0.0,0.0,0.0,34,PM10,BAIK,2017,
2017,2017-02-18,DKI3,44.0,0.0,0.0,0.0,0.0,44,PM10,BAIK,2017,
2017,2017-02-19,DKI3,71.0,31.0,23.0,47.0,10.0,71,PM10,SEDANG,2017,
2017,2017-02-20,DKI3,60.0,31.0,20.0,36.0,8.0,60,PM10,SEDANG,2017,
2017,2017-02-21,DKI3,45.0,31.0,34.0,45.0,10.0,45,PM10,BAIK,2017,
2017,2017-02-22,DKI3,56.0,34.0,20.0,76.0,8.0,76,O3,SEDANG,2017,
2017,2017-02-23,DKI3,43.0,32.0,13.0,112.0,9.0,112,O3,TIDAK SEHAT,2017,
2017,2017-02-24,DKI3,41.0,31.0,15.0,106.0,7.0,106,O3,TIDAK SEHAT,2017,
2017,2017-02-25,DKI3,48.0,31.0,9.0,69.0,5.0,69,O3,SEDANG,2017,
2017,2017-02-26,DKI3,39.0,31.0,14.0,123.0,11.0,123,O3,TIDAK SEHAT,2017,
2017,2017-02-27,DKI3,32.0,31.0,9.0,81.0,4.0,81,O3,SEDANG,2017,
2017,2017-02-28,DKI3,55.0,31.0,22.0,98.0,11.0,98,O3,SEDANG,2017,
2017,2017-03-01,DKI3,58.0,32.0,16.0,83.0,8.0,83,O3,SEDANG,2017,
2017,2017-03-02,DKI3,49.0,35.0,24.0,75.0,6.0,75,O3,SEDANG,2017,
2017,2017-03-03,DKI3,51.0,31.0,20.0,66.0,8.0,66,O3,SEDANG,2017,
2017,2017-03-04,DKI3,34.0,31.0,17.0,112.0,6.0,112,O3,TIDAK SEHAT,2017,
2017,2017-03-05,DKI3,48.0,32.0,16.0,107.0,9.0,107,O3,TIDAK SEHAT,2017,
2017,2017-03-06,DKI3,47.0,32.0,10.0,63.0,5.0,63,O3,SEDANG,2017,
2017,2017-03-07,DKI3,49.0,32.0,16.0,69.0,10.0,69,O3,SEDANG,2017,
2017,2017-03-08,DKI3,30.0,32.0,12.0,58.0,7.0,58,O3,SEDANG,2017,
2017,2017-03-09,DKI3,44.0,33.0,11.0,95.0,12.0,95,O3,SEDANG,2017,
2017,2017-03-10,DKI3,68.0,32.0,21.0,81.0,11.0,81,O3,SEDANG,2017,
2017,2017-03-11,DKI3,61.0,32.0,19.0,120.0,10.0,120,O3,TIDAK SEHAT,2017,
2017,2017-03-12,DKI3,61.0,32.0,21.0,84.0,9.0,84,O3,SEDANG,2017,
2017,2017-03-13,DKI3,65.0,32.0,19.0,71.0,12.0,71,O3,SEDANG,2017,
2017,2017-03-14,DKI3,62.0,34.0,11.0,46.0,5.0,62,PM10,SEDANG,2017,
2017,2017-03-15,DKI3,61.0,33.0,8.0,40.0,5.0,61,PM10,SEDANG,2017,
2017,2017-03-16,DKI3,49.0,34.0,8.0,76.0,4.0,76,O3,SEDANG,2017,
2017,2017-03-17,DKI3,69.0,34.0,11.0,76.0,11.0,76,O3,SEDANG,2017,
2017,2017-03-18,DKI3,51.0,32.0,9.0,58.0,6.0,58,O3,SEDANG,2017,
2017,2017-03-22,DKI3,47.0,40.0,11.0,53.0,9.0,53,O3,SEDANG,2017,
2017,2017-03-23,DKI3,53.0,42.0,24.0,65.0,11.0,65,O3,SEDANG,2017,
2017,2017-03-24,DKI3,66.0,50.0,44.0,125.0,8.0,125,O3,TIDAK SEHAT,2017,
2017,2017-03-25,DKI3,58.0,43.0,15.0,73.0,7.0,73,O3,SEDANG,2017,
2017,2017-03-26,DKI3,63.0,54.0,32.0,35.0,7.0,63,PM10,SEDANG,2017,
2017,2017-03-27,DKI3,50.0,47.0,13.0,83.0,9.0,83,O3,SEDANG,2017,
2017,2017-03-28,DKI3,53.0,47.0,25.0,47.0,7.0,53,PM10,SEDANG,2017,
2017,2017-03-29,DKI3,54.0,50.0,17.0,42.0,6.0,54,PM10,SEDANG,2017,
2017,2017-03-30,DKI3,37.0,45.0,11.0,47.0,3.0,47,O3,BAIK,2017,
2017,2017-03-31,DKI3,31.0,38.0,4.0,34.0,2.0,38,SO2,BAIK,2017,
2017,2017-04-01,DKI3,44.0,43.0,9.0,59.0,4.0,59,O3,SEDANG,2017,
2017,2017-04-02,DKI3,34.0,39.0,12.0,67.0,7.0,67,O3,SEDANG,2017,
2017,2017-04-03,DKI3,37.0,41.0,15.0,45.0,7.0,45,O3,BAIK,2017,
2017,2017-04-05,DKI3,48.0,33.0,16.0,35.0,7.0,48,PM10,BAIK,2017,
2017,2017-04-06,DKI3,16.0,33.0,4.0,28.0,2.0,33,SO2,BAIK,2017,
2017,2017-04-07,DKI3,24.0,33.0,4.0,33.0,2.0,33,SO2,BAIK,2017,
2017,2017-04-08,DKI3,16.0,32.0,3.0,25.0,,32,SO2,BAIK,2017,
2017,2017-04-09,DKI3,23.0,33.0,6.0,31.0,3.0,33,SO2,BAIK,2017,
2017,2017-04-10,DKI3,37.0,35.0,16.0,45.0,10.0,45,O3,BAIK,2017,
2017,2017-04-11,DKI3,31.0,36.0,16.0,102.0,9.0,102,O3,TIDAK SEHAT,2017,
2017,2017-04-12,DKI3,21.0,34.0,9.0,110.0,11.0,110,O3,TIDAK SEHAT,2017,
2017,2017-04-13,DKI3,21.0,34.0,9.0,108.0,12.0,108,O3,TIDAK SEHAT,2017,
2017,2017-04-14,DKI3,31.0,34.0,15.0,81.0,8.0,81,O3,SEDANG,2017,
2017,2017-04-15,DKI3,34.0,34.0,12.0,82.0,7.0,82,O3,SEDANG,2017,
2017,2017-04-16,DKI3,46.0,34.0,17.0,91.0,6.0,91,O3,SEDANG,2017,
2017,2017-04-17,DKI3,33.0,38.0,11.0,92.0,7.0,92,O3,SEDANG,2017,
2017,2017-04-18,DKI3,55.0,35.0,15.0,91.0,9.0,91,O3,SEDANG,2017,
2017,2017-04-19,DKI3,58.0,38.0,14.0,113.0,6.0,113,O3,TIDAK SEHAT,2017,
2017,2017-04-20,DKI3,28.0,36.0,14.0,97.0,8.0,97,O3,SEDANG,2017,
2017,2017-04-21,DKI3,57.0,36.0,13.0,82.0,6.0,82,O3,SEDANG,2017,
2017,2017-04-22,DKI3,61.0,34.0,10.0,88.0,10.0,88,O3,SEDANG,2017,
2017,2017-04-23,DKI3,41.0,35.0,17.0,123.0,6.0,123,O3,TIDAK SEHAT,2017,
2017,2017-04-24,DKI3,46.0,36.0,8.0,95.0,12.0,95,O3,SEDANG,2017,
2017,2017-04-25,DKI3,68.0,35.0,18.0,82.0,8.0,82,O3,SEDANG,2017,
2017,2017-04-26,DKI3,44.0,34.0,9.0,51.0,7.0,51,O3,SEDANG,2017,
2017,2017-04-27,DKI3,49.0,34.0,15.0,65.0,5.0,65,O3,SEDANG,2017,
2017,2017-04-28,DKI3,47.0,35.0,8.0,58.0,6.0,58,O3,SEDANG,2017,
2017,2017-04-29,DKI3,39.0,35.0,10.0,34.0,5.0,39,PM10,BAIK,2017,
2017,2017-04-30,DKI3,32.0,35.0,7.0,76.0,4.0,76,O3,SEDANG,2017,
2017,2017-05-01,DKI3,57.0,39.0,18.0,102.0,15.0,102,O3,TIDAK SEHAT,2017,
2017,2017-05-02,DKI3,39.0,33.0,16.0,85.0,5.0,85,O3,SEDANG,2017,
2017,2017-05-03,DKI3,52.0,34.0,27.0,112.0,10.0,112,O3,TIDAK SEHAT,2017,
2017,2017-05-04,DKI3,43.0,34.0,10.0,87.0,5.0,87,O3,SEDANG,2017,
2017,2017-05-05,DKI3,37.0,34.0,13.0,94.0,6.0,94,O3,SEDANG,2017,
2017,2017-05-06,DKI3,45.0,35.0,14.0,71.0,11.0,71,O3,SEDANG,2017,
2017,2017-05-07,DKI3,42.0,35.0,17.0,74.0,8.0,74,O3,SEDANG,2017,
2017,2017-05-08,DKI3,45.0,35.0,16.0,83.0,8.0,83,O3,SEDANG,2017,
2017,2017-05-09,DKI3,58.0,35.0,18.0,77.0,8.0,77,O3,SEDANG,2017,
2017,2017-05-10,DKI3,66.0,35.0,14.0,61.0,8.0,66,PM10,SEDANG,2017,
2017,2017-05-11,DKI3,67.0,35.0,25.0,104.0,10.0,104,O3,TIDAK SEHAT,2017,
2017,2017-05-12,DKI3,87.0,35.0,18.0,117.0,9.0,117,O3,TIDAK SEHAT,2017,
2017,2017-05-13,DKI3,59.0,35.0,10.0,105.0,12.0,105,O3,TIDAK SEHAT,2017,
2017,2017-05-14,DKI3,60.0,35.0,9.0,92.0,6.0,92,O3,SEDANG,2017,
2017,2017-05-15,DKI3,66.0,38.0,13.0,115.0,11.0,115,O3,TIDAK SEHAT,2017,
2017,2017-05-16,DKI3,67.0,36.0,13.0,108.0,7.0,108,O3,TIDAK SEHAT,2017,
2017,2017-05-17,DKI3,78.0,35.0,14.0,93.0,11.0,93,O3,SEDANG,2017,
2017,2017-05-18,DKI3,61.0,34.0,7.0,72.0,10.0,72,O3,SEDANG,2017,
2017,2017-05-19,DKI3,97.0,35.0,24.0,120.0,9.0,120,O3,TIDAK SEHAT,2017,
2017,2017-05-20,DKI3,68.0,36.0,12.0,111.0,7.0,111,O3,TIDAK SEHAT,2017,
2017,2017-05-21,DKI3,61.0,36.0,9.0,89.0,7.0,89,O3,SEDANG,2017,
2017,2017-05-22,DKI3,59.0,37.0,7.0,98.0,9.0,98,O3,SEDANG,2017,
2017,2017-05-23,DKI3,62.0,35.0,9.0,88.0,8.0,88,O3,SEDANG,2017,
2017,2017-05-24,DKI3,76.0,38.0,11.0,102.0,11.0,102,O3,TIDAK SEHAT,2017,
2017,2017-05-25,DKI3,70.0,37.0,8.0,91.0,5.0,91,O3,SEDANG,2017,
2017,2017-05-26,DKI3,73.0,37.0,11.0,102.0,7.0,102,O3,TIDAK SEHAT,2017,
2017,2017-05-27,DKI3,78.0,37.0,9.0,164.0,9.0,164,O3,TIDAK SEHAT,2017,
2017,2017-05-28,DKI3,61.0,38.0,6.0,79.0,5.0,79,O3,SEDANG,2017,
2017,2017-05-29,DKI3,59.0,35.0,6.0,62.0,5.0,62,O3,SEDANG,2017,
2017,2017-05-30,DKI3,57.0,38.0,10.0,52.0,6.0,57,PM10,SEDANG,2017,
2017,2017-05-31,DKI3,51.0,37.0,6.0,56.0,8.0,56,O3,SEDANG,2017,
2017,2017-06-01,DKI3,21.0,34.0,4.0,37.0,3.0,37,O3,BAIK,2017,
2017,2017-06-02,DKI3,46.0,35.0,11.0,79.0,7.0,79,O3,SEDANG,2017,
2017,2017-06-03,DKI3,72.0,37.0,14.0,105.0,7.0,105,O3,TIDAK SEHAT,2017,
2017,2017-06-04,DKI3,65.0,36.0,13.0,95.0,7.0,95,O3,SEDANG,2017,
2017,2017-06-05,DKI3,57.0,35.0,9.0,98.0,7.0,98,O3,SEDANG,2017,
2017,2017-06-06,DKI3,49.0,36.0,6.0,84.0,6.0,84,O3,SEDANG,2017,
2017,2017-06-07,DKI3,54.0,38.0,6.0,95.0,8.0,95,O3,SEDANG,2017,
2017,2017-06-08,DKI3,57.0,39.0,9.0,59.0,7.0,59,O3,SEDANG,2017,
2017,2017-06-09,DKI3,58.0,39.0,8.0,75.0,7.0,75,O3,SEDANG,2017,
2017,2017-06-10,DKI3,58.0,37.0,8.0,86.0,6.0,86,O3,SEDANG,2017,
2017,2017-06-11,DKI3,104.0,35.0,15.0,62.0,9.0,104,PM10,TIDAK SEHAT,2017,
2017,2017-06-12,DKI3,57.0,35.0,8.0,79.0,7.0,79,O3,SEDANG,2017,
2017,2017-06-13,DKI3,77.0,36.0,13.0,67.0,7.0,77,PM10,SEDANG,2017,
2017,2017-06-14,DKI3,55.0,35.0,8.0,96.0,7.0,96,O3,SEDANG,2017,
2017,2017-06-15,DKI3,64.0,36.0,9.0,72.0,7.0,72,O3,SEDANG,2017,
2017,2017-06-16,DKI3,61.0,35.0,16.0,46.0,6.0,61,PM10,SEDANG,2017,
2017,2017-06-17,DKI3,61.0,,7.0,85.0,6.0,85,O3,SEDANG,2017,
2017,2017-06-18,DKI3,51.0,,6.0,73.0,4.0,73,O3,SEDANG,2017,
